Date,Plot_Number,Rice_Cultivar,Experiment_Name,Bay_Length,Nitrogen_Rate,Replicate,Yield,Heading_25,Heading_50,Heading_100,Percent_Stand,Percent_Lodge,Final_Lodge,SPAD,Leaf1_Temp,Leaf2_Temp,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,PCA_31,PCA_32,PCA_33,PCA_34,PCA_35,PCA_36,PCA_37,PCA_38,PCA_39,PCA_40,PCA_41,PCA_42,PCA_43,PCA_44,PCA_45,PCA_46,PCA_47,PCA_48,PCA_49,Emergence_DOY,Heading_100_DOY,Days_to_100%_Heading
6/14/2021,33761,IAC600,Tiara,"9' 9""""",75,1,6.002350469,,64,66,100.0,,0.0,,,,-10.883463284764673,-0.33329594043846844,3.003418769177868,-2.696925766857765,-1.5305050619381473,-0.5628877727929211,0.09483654391682844,-1.2483963556919004,-0.1423347163615275,-0.4582660617342573,-0.06199826042734859,0.39121393965742574,0.10655140177728767,-0.029144985815328133,-0.09174271732275563,-0.5074731354383686,-0.042822080145338386,0.15317159470447964,-0.2504749840877389,0.04382675514930476,-0.40071504341330355,0.027869456791740018,0.05093269557477932,-0.04143378363652775,-0.07320188136385836,0.06469532024627286,0.02596495701555486,-0.07372402692099317,-0.022913157722424998,-0.04531660642850212,-0.021772678771406873,-0.02052116164158971,0.010366199845077306,0.018576335927587957,0.001976073198120341,-0.002794031369310762,-0.00482686237809262,-0.005087687244341384,-0.031143054864386573,0.015368295166754094,0.01162364420854042,-0.0049733572294840276,0.009222179434203287,-0.008121799780002197,0.010217190964155116,-0.001244163494754159,-0.0010807185557221194,-4.7188518998751346e-15,1.277968613973588e-16,140,206,-41
6/14/2021,33762,Tiara,Tiara,"16' 3""""",75,1,5.922051466,,66,71,99.0,,0.0,,,,-7.6013225889136,4.447300647165988,-2.1200079546640693,-0.8947379664730795,-0.650972506419312,-3.0809008307568964,-1.0981946591109695,0.7885706218753145,0.017407575134164802,-0.18589068618735127,0.3939514255539736,0.23431300078274883,0.8533850844551126,-0.3763065114392902,-0.3160970784931057,0.08427236916788279,-0.011618307577776415,-0.09264598201093793,-0.3317404688479577,0.18585091578677712,-0.07178314247714841,0.037114585166282146,0.0014573360932872235,0.06055890038265151,0.09827915713879341,0.011232862219294709,0.08907624685270316,0.037391437011491314,-0.02855417795623101,-0.03229468892399541,-0.05428856820686738,-0.03179560488609917,0.000445339716388161,0.002227802318944743,0.007795941532899965,0.014693922736081166,-0.024289341700105428,0.008296936667674814,-0.022363889002312655,-0.017796210575247398,0.013006943749292878,-0.001490928502620689,-0.01741162905642473,0.00621861230096405,0.004746325608416644,0.004614623776032345,0.001072079661547338,-4.82444285985495e-15,-1.9943585183815e-15,140,211,-46
6/14/2021,33763,Sierra,Tiara,"16' 3""""",75,1,8.331021553,76.0,78,83,100.0,,0.0,,,,-8.563533430420321,3.4117403964739834,0.15443640492210411,-1.8720559885376122,-1.0894761306790897,-1.8113563045593997,-0.2748611078227024,-0.9510202018395971,-0.15845421290056258,-0.4117277840565856,0.8190568710911202,0.7429077342402214,0.7086446907297993,-0.36940025479547794,-0.48756528053807546,0.25355599920875266,0.17268552788666328,0.16823219139093382,0.0718845486394199,0.0683190257332344,-0.18157911825980755,-0.020536561145270336,0.16140674766105453,-0.05765817230250051,0.13876816575714115,-0.027611697817773034,0.13233162255342393,0.052650827797997166,-0.06278952242227212,-0.12207006411643206,-3.323860019658708e-05,0.04150175718347093,0.00670015054771322,0.005242356543639023,-0.00633910566246407,-0.012162807284769336,0.014907491491186186,0.0024207183881191263,-0.026010055444881212,-0.026217216869624964,0.03147866419562434,0.0008369409028885484,-0.006414343208751076,0.010415127764767945,0.00029429936476828197,-0.000176261377056879,0.0002952539658615563,-5.098326755787068e-15,-1.0295660450248655e-15,140,223,-58
6/14/2021,33764,Scarlett ,Tiara,"9' 9""""",75,1,10.56505453,74.0,76,79,100.0,,0.0,,,,-8.52925050081948,2.2962784980768296,0.9406172532076507,-1.7041480625672876,-0.8871258238412674,-1.7072253016136885,-1.031545185537857,-1.4703606889899992,0.31032923728893885,-0.4199713961797656,0.6691933316157666,0.09448676172168995,0.2093225625827206,-0.2167285589963833,-0.381268158520456,-0.4330086827171854,0.01518896233332545,0.20019199222779918,-0.35546833971587805,0.10001436463954048,-0.4207599598289637,-0.01710520806472776,0.1198733456161803,-0.018206982712955372,0.16855931599908042,0.0012807520550667814,-0.053846960850423294,-0.11048542918336483,-0.03396945616694915,-0.06749459172482634,0.027503964672944706,0.010310511461212722,0.011737425197541576,0.004031270670270825,0.00721881245705051,0.030483697763324342,-0.008883354837731313,-0.0331396063257557,-0.046016416960943364,-0.012646988074803715,0.0279544947558292,0.0008031765113556362,-0.02367959845231765,-0.004777309872288889,0.0008303801868808491,0.00010137119219593674,-0.0006857236160961433,-4.2519963387177274e-15,-7.450070032024667e-16,140,219,-54
6/14/2021,33765,Tiara,Tiara,"9' 9""""",75,1,6.693495458,,68,70,100.0,,0.0,,,,-8.708393746742354,3.0216077434540787,-0.4638871203858622,-1.1463253061069485,-0.42581008836402556,-2.1783607592929393,-1.0474592427091907,0.5011702866240697,0.9026625108067883,-0.541298822598774,0.14782675446356242,-0.3654452565260519,0.12048582970014847,-0.36251631319203703,0.13942424580787594,0.06633890139387302,-0.49814836312751953,0.17075070058159167,-0.269545249169033,0.003292741009801796,-0.03882972686921374,0.07779518631857422,0.020014055607940357,-0.09174487482401751,-0.053430405794449715,0.013314912071527846,0.0894710019659592,-0.09159637403987445,0.05670049424847851,0.025590070955338214,-0.05574570088317336,-0.05666702692289995,-0.056802915260544304,0.015343517378815624,0.022600260797651265,0.014533726165312105,-0.027031344278883897,0.0062065272682413596,-0.022856823167334863,0.010100584480301085,-0.01746560427303819,-0.000439552840656931,0.005396913179662083,0.006772510804855578,0.009165118898255987,0.002735407912677544,0.00011153480842954994,-5.0506834525838875e-15,-1.3991304038658697e-15,140,210,-45
6/14/2021,33766,IAC600,Tiara,"16' 3""""",75,1,5.385768839,,64,67,99.0,,0.0,,,,-7.795209140548812,5.560646866385945,-2.2874445386076485,-0.9440065355984993,-0.5111426853144592,-2.782635193982115,-0.46904506785735534,1.0209139292199885,0.8038623200671796,-0.8300429255864289,0.543290222551577,0.09582335090470727,0.40941559492155,-0.6534157268911719,0.16641233613115505,0.3728730893846473,-0.5610006285772209,-0.04943244424949627,-0.1723884476242788,0.024195083654287124,0.1886154505746768,0.0617691737634544,-0.016516712364078093,0.027426049975816016,-0.0552049596350665,-0.04027992646133044,-0.03775884651784677,-0.010500066224465067,0.1178691722524709,0.08821343847912284,-0.01254056483872777,-0.059976988207358875,0.018786669792912856,-0.008194951700101927,0.03965320011634993,0.04066653996520195,0.008314615942576473,0.0007467791388719461,0.009465859843449964,0.0033698744326994745,-0.025745162039134423,0.004244992836214032,-0.002730879034261586,-0.002593663941991078,0.011576889604725834,0.0023523397849214314,-0.0022098912509479463,-5.762783028832638e-15,-1.807225424781332e-15,140,207,-42
6/14/2021,33767,Scarlett ,Tiara,"16' 3""""",75,1,11.17303269,74.0,76,79,100.0,,0.0,,,,-9.957853778193261,-0.7282218987597365,2.4324875223679454,-1.78484471918245,-1.3619989367033876,-0.4016378475343806,1.0095900446713941,0.8139281237587478,-0.9190523443444653,0.5099427184034547,-1.1510363409271018,0.2374721197737122,0.1268460597902707,0.2664939947512174,-0.014819939454242795,-0.06520117410247639,0.002208643780793679,0.15152694952586962,-0.09846084220811478,0.16269241025795345,0.32806195578563346,0.02998510736839835,-0.20862346616005142,0.026532809567220372,-0.01990492003782851,0.14306640743288912,0.012857807323098,-0.04666647841473039,-0.008550404898095196,-0.0866372580715453,0.08267485265129174,0.06835723204832675,-0.01693999316870807,0.012954834430674873,-0.02876986974899967,-0.0020957127758558665,-0.05699228991953109,-0.03252493194329088,-0.06209131413128406,-0.03865199524828779,0.04317687448449625,-0.003308746839751944,-0.012279357881095522,-0.007638284066366867,-0.010865710044606259,0.00572769031939648,0.0014209346280950334,-5.766146433972681e-15,-2.963130897491064e-16,140,219,-54
6/14/2021,33768,Sierra,Tiara,"9' 9""""",75,1,9.526903133,78.0,81,84,99.0,,0.0,,,,-8.257733853208899,3.32615528773296,-0.7624454571741544,-0.6776032111075956,-0.4563637947520756,-2.5967129054633316,-1.2356985515710475,1.0932981195133191,0.5734950522639966,-0.36053774422386275,-0.04951012700687136,0.175898419852802,0.25045291747602916,-0.44498916637269637,0.07043614150658109,-0.15354045396337274,-0.21883739357375595,-0.15505523126109008,-0.06610409508175402,0.13215279862939114,-0.10850220656390673,-0.020999592030323023,-0.04814184618167922,0.09736326594459178,0.06887047536063012,-0.018942829944618655,-0.07493375831386066,-0.07942616987549772,0.038284015336094074,0.05871602915537361,0.04502476658696446,-0.05375336390729553,-0.022123250076410444,-0.0011234963360176316,0.023515613162437117,0.06201092768590781,-0.027885373835950793,-0.029477192126527812,-0.018038938883650216,-0.007583881270213947,-0.005442811876940571,-0.001239948301743874,-0.01756368056762106,-0.0034476725749884203,0.008176457255640347,0.0035240906788414125,-0.0008492325097351861,-5.122137629344469e-15,-1.2222629273901733e-15,140,224,-59
6/14/2021,33769,IAC600,Tiara,"9' 9""""",75,2,5.514820808,,64,66,100.0,,0.0,,,,-12.171875881925025,-0.679493969904204,4.3877520337355564,-3.5164415583593813,-1.8967465440751905,0.15658084824549667,0.6458907491903232,-1.5803249565427104,0.14207646169680296,-0.8915908850450053,-0.1728013174220572,0.024351986579528688,-0.22134280094367145,-0.18515633146239097,-0.12463117730100798,-0.12528425442915034,0.2434078814791871,-0.2570408677486612,-0.00452532774276611,0.0038410928359594878,-0.4135296099298004,0.006754377523912482,0.33665777594144203,-0.037204779878227456,0.02616860133139316,-0.09513706535202525,-0.11758565359670527,0.06341702834390285,-0.047313160505006016,0.024371101287254105,-0.011228968889524942,-0.04835403318523651,-0.05701621322731203,0.010848554791188805,0.02380745173199675,0.018075264344418324,0.021788738530410946,0.005067521612120596,0.014936521403602713,0.006297185854923557,-0.02018600283329257,-0.0020235137159816388,-0.001972393827754313,0.0034154352182851895,0.010790202098932106,-0.0025870580679277864,-0.0014713431234592742,-6.174294283899934e-15,4.534072741422829e-16,140,206,-41
6/14/2021,33770,Sierra,Tiara,"16' 3""""",75,2,8.606332421,79.0,81,84,99.0,,0.0,,,,-8.55151438876518,4.524198567995093,-2.042167107581227,-1.3158765959531595,-0.7935368891138238,-2.8886256750214976,-0.5746418559151858,1.1891218900549445,0.3171947845021908,-0.769755935280403,0.6041571658131755,0.12482971605466334,0.7406712098268353,-0.6107708164713888,-0.048082529655859255,0.08000180809871593,-0.49291576823121075,0.17104352116733734,0.12607466806236026,0.013955207188377004,0.18247024311358076,0.06897364702263394,-0.09486333260163307,0.02405318089721562,-0.043768002859886114,-0.08053347667924245,0.05788298494294333,-0.017654227686566704,0.007672377825213802,0.07575686911932623,0.047341275899867974,-0.07384908864639456,0.042617564724817876,-0.05367104735410341,0.019926068607287326,-0.004482480482248437,0.022398985931663284,0.013005280717284686,0.026690559184681557,0.02173466767808958,-0.023128450856508564,-0.003363525800162895,0.008699939194476782,-0.005973573724091477,0.009216801834784138,0.004207294956772632,-0.0009686088745144483,-5.6626256092101746e-15,-1.992703874115593e-15,140,224,-59
